Year,Minister,Speech,,,,,
2011-12,Pranab Mukherjee,"`20 crore for IIM, Kolkata, to set up its Financial Research and Trading Laboratory; ",,,,,
2011-12,Pranab Mukherjee,`200 crore for Maulana Azad Education Foundation; ,,,,,
2011-12,Pranab Mukherjee,"`10 crore for Centre for Development Economics and Ratan Tata Library, Delhi School of Economics, Delhi; and",,,,,
2011-12,Pranab Mukherjee,`10 crore for Madras School of Economics.,,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"I am happy to inform the House that National Skill Development Council (NSDC) is well on course to achieve its mandate of creation of 15 crore skilled workforce two years ahead of 2022, the stipulated target year. It has already sanctioned 26 projects with a total funding of `658 crore. These projects alone are expected to create more than 4 crore skilled workforce over the next ten years. In the current year, skill training has so far been provided to 20,000 persons. Of these, 75 per cent have found placements. I will provide an additional `500 crore to the National Skill Development Fund during the next year.",,,,,
2011-12,Pranab Mukherjee,"National celebrations of 150th Birth Anniversary of Gurudev Rabindranath Tagore will commence from May 7,  2011 in New Delhi. Important events will be held in several countries in Europe, America and Asia. A series of events are also proposed to be organized under the aegis of joint India-Bangladesh Celebrations Committee. An international award with prize money of `1 crore is being instituted for promoting values of Universal Brotherhood in the memory of Gurudev Rabindranath Tagore.",,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"For health, I propose to step up the plan allocations in 2011-12 by 20 per cent to `26,760 crore. The Rashtriya Swasthya Bima Yojana has emerged as an effective instrument for providing a basic health cover to poor and marginal workers. It is now being extended to MGNREGA beneficiaries, beedi workers and others. In 2011-12, I propose to further extend this scheme to cover unorganized sector workers in hazardous mining and associated industries like slate and slate pencil, dolomite, mica and asbestos etc. ",,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"In my last budget speech I had advised Banks to provide banking facilities to habitations having a population of over 2000 by March, 2012.  The Banks have identified about 73,000 such habitations for providing banking facilities using appropriate technologies. A multi-media campaign, “Swabhimaan”, has been launched to inform, educate and motivate people to open bank accounts. During this year, banks will cover 20,000 villages. Remaining will be covered during 2011-12.",,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"I had announced a co-contributory pension scheme “Swavalamban” in the Budget 2010-11. This scheme has been welcomed by the workers in unorganised sector. Over 4 lakh applications have already been received. On the basis of the feedback received, I am relaxing the exit norms whereby a subscriber under Swavalamban will be allowed exit at the age of 50 years instead of 60 years, or a minimum tenure of 20 years, whichever is later. I also propose to extend the benefit of Government contribution from three to five years for all subscribers of Swavalamban who enroll during 2010-11 and 2011-12. An estimated 20 lakh beneficiaries will join the scheme by March 2012. ",,,,,
2011-12,Pranab Mukherjee,"Under the on-going Indira Gandhi National Old Age Pension Scheme for BPL beneficiaries, the eligibility for pension is proposed to be reduced from 65 years at present to 60 years. Further, for those who are 80 years and above, the pension amount is being raised from ` 200 at present to ` 500 per month.",,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"Protection and regeneration of forests has great ecological, economic and social value. Our Government has launched an ambitious ten-year Green India mission. I propose to allocate `200 crore from the National Clean Energy Fund to begin its implementation in 2011-12.",,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,Environmental pollution has emerged as a serious public health concern across the country. I propose to allocate `200 crore from the National Clean Energy Fund as Centre's contribution in 2011-12 for launching environmental remediation programmes.,,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"A number of projects under the National Ganga River Basin Authority have been approved in 2010-11. This momentum will be further stepped up. There are many rivers and lakes of cultural and historical significance that need to be cleaned. In the course of the year 2011-12, I propose to provide a special allocation of `200 crore for the clean-up of some important lakes and rivers other than the Ganga. ",,,,,
2011-12,Pranab Mukherjee,,,,,,
2011-12,Pranab Mukherjee,"In order to boost development in the North Eastern Region and Special Category States, the allocation for special assistance has been almost doubled to `8,000 crore for 2011-12. Out of this, `5,400 crore has been allocated as untied Special Central Assistance.  ",,,,,
2011-12,Pranab Mukherjee,"The Government’s special support to Jammu & Kashmir is anchored in `28,000 crore Prime Minister's Reconstruction Plan. In addition, for the current year, about `8,000 crore has been provided for the State's development needs. A Task Force to assess infrastructure needs that can be addressed within a time horizon of 24 months for Ladakh and Jammu regions of the State has recommended projects  amounting to `416 crore and `497 crore, respectively. I am providing `100 crore for Ladakh and `150 crore for Jammu for these identified projects in 2011-12.",,,,,
2011-12,Pranab Mukherjee,"To give a boost to the development of backward regions, the allocation under the Backward Regions Grant Fund has been increased from `7,300 crore to `9,890 crore amounting to an increase of over 35 per cent.",,,,,
2011-12,Pranab Mukherjee,"To address problems related to Left Wing Extremism affected districts, an Integrated Action Plan (IAP) for 60 selected tribal and backward districts has been launched in December 2010. The scheme is being implemented with  100 per cent block grant of `25 crore and `30 crore per district during the years 2010-11 and 2011-12, respectively. The allocated funds are placed at the disposal of the district level committees who in consultation with local MPs will have the flexibility to spend the amount on development schemes as per the local needs.",,,,,
2011-12,Pranab Mukherjee,"In recognition of the sacrifices made by Central Para-military Forces engaged in tackling Left Wing Extremism, a lump sum ex-gratia compensation of `9 lakh for 100 per cent disability will now be granted to personnel of the Defence and para-military forces who are discharged from service on medical grounds on account of disability attributable to or aggravated in government service. For personnel with disability ranging from 20 to 99 per cent, a proportionate amount would be given.",,,,,
